월,일,시,건구온도(℃),기압(hPa),운량(1~10),적설량(cm),강우량(mm),풍향,상대습도(%),수평면일사(W/m2),운형,퐁속(m/s),이슬점온도(℃),절대습도(Kg/Kg),공기밀도(Kg/㎥),엔탈피(KJ/Kg),직달일사(W/㎡),,
9,13 ,4,21.40 ,999.2 ,10 ,0.00 ,0.60 ,N,89 ,0.00 ,StAs,3.3 ,19.13 ,0.0143 ,1.1984 ,57.79 ,0.00 ,,
9,13 ,5,19.90 ,999.4 ,10 ,0.00 ,7.70 ,NE,91 ,0.00 ,StNs,4.3 ,18.47 ,0.0132 ,1.2045 ,53.48 ,0.00 ,,
9,13 ,6,19.20 ,999.7 ,10 ,0.00 ,5.60 ,NNE,92 ,0.00 ,StNs,2.3 ,17.80 ,0.0128 ,1.2074 ,51.78 ,0.00 ,,
9,13 ,7,18.60 ,999.3 ,10 ,0.00 ,6.00 ,NE,92 ,16.29 ,StNs,4.3 ,17.57 ,0.0123 ,1.2099 ,49.95 ,1.30 ,,
9,13 ,8,18.60 ,999.0 ,10 ,0.00 ,2.30 ,NNE,92 ,11.11 ,StNs,3.7 ,17.33 ,0.0123 ,1.2099 ,49.95 ,0.89 ,,
9,13 ,9,18.50 ,998.6 ,10 ,0.00 ,5.30 ,NNE,92 ,2.78 ,StNs,1.7 ,17.10 ,0.0123 ,1.2103 ,49.65 ,0.22 ,,
9,13 ,10,18.20 ,998.3 ,10 ,0.00 ,6.10 ,NNE,92 ,22.22 ,StNs,2.0 ,17.43 ,0.0121 ,1.2116 ,48.86 ,1.78 ,,
9,13 ,11,18.70 ,997.9 ,10 ,0.00 ,2.70 ,NNE,93 ,66.67 ,StNs,3.3 ,17.77 ,0.0125 ,1.2095 ,50.48 ,5.33 ,,
9,13 ,12,19.30 ,997.6 ,10 ,0.00 ,1.00 ,NNE,93 ,108.33 ,StNs,2.2 ,18.10 ,0.0130 ,1.2070 ,52.46 ,8.67 ,,
9,13 ,13,19.30 ,996.8 ,10 ,0.00 ,2.60 ,NNE,93 ,88.89 ,StNs,3.3 ,18.53 ,0.0130 ,1.2070 ,52.34 ,7.11 ,,
9,13 ,14,19.70 ,995.9 ,10 ,0.00 ,1.00 ,NE,92 ,63.89 ,StNs,3.3 ,18.97 ,0.0133 ,1.2054 ,53.47 ,5.11 ,,
9,13 ,15,20.80 ,995.1 ,10 ,0.00 ,2.00 ,E,92 ,52.78 ,StNs,4.7 ,19.40 ,0.0142 ,1.2008 ,56.90 ,4.22 ,,
9,13 ,16,21.30 ,994.8 ,10 ,0.00 ,2.80 ,E,92 ,50.00 ,StNs,5.3 ,19.63 ,0.0146 ,1.1988 ,58.56 ,4.00 ,,
9,13 ,17,21.30 ,994.5 ,10 ,0.00 ,2.10 ,E,92 ,22.22 ,StNs,4.7 ,19.87 ,0.0146 ,1.1988 ,58.56 ,1.78 ,,
9,13 ,18,21.40 ,994.2 ,10 ,0.00 ,0.90 ,NNE,92 ,5.56 ,StNs,3.7 ,20.10 ,0.0147 ,1.1984 ,58.90 ,0.44 ,,
9,13 ,19,21.20 ,994.6 ,10 ,0.00 ,1.30 ,NNE,92 ,0.00 ,StNs,3.8 ,19.87 ,0.0145 ,1.1992 ,58.23 ,0.00 ,,
9,13 ,20,21.80 ,995.0 ,10 ,0.00 ,0.10 ,NNW,92 ,0.00 ,ScAs,1.8 ,19.63 ,0.0151 ,1.1968 ,60.26 ,0.00 ,,
9,13 ,21,20.70 ,995.4 ,10 ,0.00 ,0.00 ,NW,92 ,0.00 ,ScAs,7.5 ,19.40 ,0.0141 ,1.2012 ,56.57 ,0.00 ,,
9,13 ,22,20.50 ,995.5 ,10 ,0.00 ,0.00 ,NW,91 ,0.00 ,ScAs,5.0 ,19.13 ,0.0138 ,1.2021 ,55.65 ,0.00 ,,
9,13 ,23,20.20 ,995.7 ,10 ,0.00 ,0.00 ,NW,91 ,0.00 ,ScAs,2.7 ,18.87 ,0.0135 ,1.2033 ,54.43 ,0.00 ,,
9,13 ,24,20.20 ,995.8 ,10 ,0.00 ,0.00 ,NNW,90 ,0.00 ,ScAs,4.5 ,18.60 ,0.0134 ,1.2033 ,54.17 ,0.00 ,,
9,14 ,1,20.05 ,996.0 ,9 ,0.00 ,0.00 ,NW,90 ,0.00 ,ScAs,2.3 ,18.50 ,0.0132 ,1.2039 ,53.70 ,0.00 ,,
9,14 ,2,20.50 ,996.1 ,7 ,0.00 ,0.00 ,NW,90 ,0.00 ,Sc,3.0 ,18.40 ,0.0136 ,1.2021 ,55.13 ,0.00 ,,
9,14 ,3,19.90 ,996.3 ,6 ,0.00 ,0.00 ,NW,90 ,0.00 ,Sc,7.0 ,18.30 ,0.0131 ,1.2045 ,53.23 ,0.00 ,,
9,14 ,4,20.10 ,996.7 ,7 ,0.00 ,0.00 ,NW,90 ,0.00 ,Sc,6.7 ,18.33 ,0.0132 ,1.2037 ,53.73 ,0.00 ,,
9,14 ,5,20.40 ,997.0 ,9 ,0.00 ,0.00 ,NW,89 ,0.00 ,ScAs,3.0 ,18.37 ,0.0134 ,1.2025 ,54.55 ,0.00 ,,
9,14 ,6,20.20 ,997.4 ,10 ,0.00 ,0.00 ,NW,89 ,0.00 ,ScAs,4.3 ,18.40 ,0.0132 ,1.2033 ,53.79 ,0.00 ,,
9,14 ,7,20.50 ,997.7 ,10 ,0.00 ,0.00 ,NW,88 ,0.00 ,ScAs,2.8 ,18.83 ,0.0132 ,1.2021 ,54.21 ,0.00 ,,
9,14 ,8,22.30 ,998.1 ,10 ,0.00 ,0.00 ,SSW,86 ,11.11 ,ScAs,0.3 ,19.27 ,0.0146 ,1.1947 ,59.50 ,0.89 ,,
9,14 ,9,22.30 ,998.4 ,10 ,0.00 ,0.00 ,NNW,85 ,150.00 ,ScAs,2.0 ,19.70 ,0.0144 ,1.1947 ,58.92 ,11.79 ,,
9,14 ,10,24.80 ,998.4 ,10 ,0.00 ,0.00 ,NW,84 ,261.11 ,ScAs,3.5 ,19.83 ,0.0166 ,1.1847 ,67.09 ,27.12 ,,
9,14 ,11,23.90 ,998.4 ,10 ,0.00 ,0.00 ,NW,83 ,302.78 ,ScAs,5.7 ,19.97 ,0.0155 ,1.1883 ,63.41 ,32.08 ,,
9,14 ,12,23.40 ,998.4 ,10 ,0.00 ,0.00 ,NW,82 ,272.22 ,ScAs,5.3 ,20.10 ,0.0148 ,1.1903 ,61.22 ,23.12 ,,
9,14 ,13,24.90 ,998.6 ,10 ,0.00 ,0.00 ,E,81 ,313.89 ,ScAs,2.0 ,19.50 ,0.0161 ,1.1843 ,66.08 ,32.79 ,,
9,14 ,14,25.00 ,998.9 ,9 ,0.00 ,0.00 ,SSW,81 ,252.78 ,ScAc,3.0 ,18.90 ,0.0161 ,1.1839 ,66.08 ,21.99 ,,
9,14 ,15,25.40 ,999.1 ,9 ,0.00 ,0.00 ,S,80 ,350.00 ,ScAc,3.3 ,18.30 ,0.0163 ,1.1823 ,67.16 ,78.95 ,,
9,14 ,16,25.70 ,999.2 ,9 ,0.00 ,0.00 ,SSW,80 ,252.78 ,ScAc,2.3 ,19.00 ,0.0166 ,1.1812 ,68.05 ,53.21 ,,
9,14 ,17,25.10 ,999.2 ,9 ,0.00 ,0.00 ,S,79 ,175.00 ,ScAc,2.2 ,19.70 ,0.0159 ,1.1835 ,65.74 ,52.66 ,,
9,14 ,18,24.30 ,999.3 ,9 ,0.00 ,0.00 ,정온,79 ,38.89 ,ScAc,0.0 ,20.40 ,0.0151 ,1.1867 ,62.81 ,10.70 ,,
9,14 ,19,23.80 ,999.8 ,9 ,0.00 ,0.00 ,ENE,81 ,0.00 ,ScAc,1.8 ,20.60 ,0.0151 ,1.1887 ,62.25 ,0.00 ,,
9,14 ,20,23.60 ,1000.2 ,8 ,0.00 ,0.00 ,ENE,84 ,0.00 ,Sc,1.2 ,20.80 ,0.0153 ,1.1895 ,62.69 ,0.00 ,,
9,14 ,21,23.60 ,1000.7 ,8 ,0.00 ,0.00 ,NE,86 ,0.00 ,Sc,1.3 ,21.00 ,0.0158 ,1.1895 ,63.81 ,0.00 ,,
9,14 ,22,23.20 ,1000.9 ,7 ,0.00 ,0.00 ,ENE,87 ,0.00 ,Sc,1.0 ,20.93 ,0.0156 ,1.1911 ,63.03 ,0.00 ,,
9,14 ,23,22.90 ,1001.1 ,7 ,0.00 ,0.00 ,NNE,89 ,0.00 ,ScAc,1.3 ,20.87 ,0.0156 ,1.1923 ,62.60 ,0.00 ,,
9,14 ,24,22.50 ,1001.3 ,6 ,0.00 ,0.00 ,N,90 ,0.00 ,ScAc,1.2 ,20.80 ,0.0154 ,1.1939 ,61.81 ,0.00 ,,
9,15 ,1,22.30 ,1001.3 ,5 ,0.00 ,0.00 ,NNE,90 ,0.00 ,ScAs,1.3 ,20.60 ,0.0152 ,1.1947 ,61.12 ,0.00 ,,
9,15 ,2,22.10 ,1001.3 ,4 ,0.00 ,0.00 ,N,90 ,0.00 ,Sc,2.2 ,20.40 ,0.0150 ,1.1956 ,60.43 ,0.00 ,,
9,15 ,3,21.90 ,1001.3 ,3 ,0.00 ,0.00 ,NNE,90 ,0.00 ,Sc,1.0 ,20.20 ,0.0149 ,1.1964 ,59.75 ,0.00 ,,
9,15 ,4,21.60 ,1001.4 ,2 ,0.00 ,0.00 ,N,90 ,0.00 ,Sc,0.3 ,19.93 ,0.0146 ,1.1976 ,58.88 ,0.00 ,,
9,15 ,5,21.10 ,1001.6 ,2 ,0.00 ,0.00 ,N,91 ,0.00 ,Sc,1.0 ,19.67 ,0.0142 ,1.1996 ,57.35 ,0.00 ,,
9,15 ,6,20.90 ,1001.7 ,1 ,0.00 ,0.00 ,SE,91 ,0.00 ,Sc,0.3 ,19.40 ,0.0141 ,1.2004 ,56.83 ,0.00 ,,
9,15 ,7,20.80 ,1002.0 ,2 ,0.00 ,0.00 ,WSW,85 ,22.22 ,Sc,0.7 ,19.10 ,0.0130 ,1.2008 ,53.97 ,1.78 ,,
9,15 ,8,22.30 ,1002.4 ,4 ,0.00 ,0.00 ,SSE,78 ,130.56 ,ScAc,0.8 ,18.80 ,0.0132 ,1.1947 ,55.99 ,13.03 ,,
9,15 ,9,23.80 ,1002.7 ,5 ,0.00 ,0.00 ,SSE,72 ,280.56 ,ScAc,1.7 ,18.50 ,0.0133 ,1.1887 ,57.76 ,56.66 ,,
9,15 ,10,26.10 ,1002.5 ,5 ,0.00 ,0.00 ,ENE,66 ,500.00 ,ScAc,1.2 ,17.87 ,0.0141 ,1.1796 ,62.10 ,204.77 ,,
9,15 ,11,26.30 ,1002.4 ,5 ,0.00 ,0.00 ,ESE,61 ,594.44 ,ScCi,3.0 ,17.23 ,0.0130 ,1.1788 ,59.58 ,260.01 ,,
9,15 ,12,26.20 ,1002.2 ,5 ,0.00 ,0.00 ,ESE,55 ,713.89 ,ScCi,2.3 ,16.60 ,0.0117 ,1.1792 ,56.14 ,381.71 ,,
9,15 ,13,27.10 ,1002.2 ,4 ,0.00 ,0.00 ,SE,55 ,736.11 ,ScCi,2.3 ,16.70 ,0.0123 ,1.1756 ,58.72 ,417.31 ,,
9,15 ,14,26.50 ,1002.1 ,3 ,0.00 ,0.00 ,ESE,55 ,711.11 ,Sc,3.3 ,16.80 ,0.0119 ,1.1780 ,56.99 ,427.50 ,,
9,15 ,15,26.40 ,1002.1 ,2 ,0.00 ,0.00 ,E,55 ,616.67 ,Sc,3.0 ,16.90 ,0.0118 ,1.1784 ,56.70 ,381.64 ,,
9,15 ,16,25.90 ,1001.9 ,1 ,0.00 ,0.00 ,ESE,58 ,438.89 ,Sc,4.0 ,16.90 ,0.0121 ,1.1804 ,56.74 ,260.57 ,,
9,15 ,17,25.20 ,1001.6 ,1 ,0.00 ,0.00 ,E,60 ,241.67 ,0,3.0 ,16.90 ,0.0121 ,1.1831 ,56.14 ,133.81 ,,
9,15 ,18,24.20 ,1001.4 ,0 ,0.00 ,0.00 ,E,63 ,0.00 ,0,3.3 ,16.90 ,0.0119 ,1.1871 ,54.59 ,0.00 ,,
9,15 ,19,23.50 ,1001.8 ,0 ,0.00 ,0.00 ,ENE,65 ,0.00 ,0,4.0 ,16.83 ,0.0118 ,1.1899 ,53.54 ,0.00 ,,
9,15 ,20,23.20 ,1002.3 ,0 ,0.00 ,0.00 ,ENE,67 ,0.00 ,0,3.0 ,16.77 ,0.0119 ,1.1911 ,53.61 ,0.00 ,,
9,15 ,21,22.70 ,1002.7 ,0 ,0.00 ,0.00 ,NNE,69 ,0.00 ,0,2.0 ,16.70 ,0.0119 ,1.1931 ,53.07 ,0.00 ,,
9,15 ,22,22.50 ,1002.6 ,0 ,0.00 ,0.00 ,정온,72 ,0.00 ,0,0.0 ,17.03 ,0.0122 ,1.1939 ,53.67 ,0.00 ,,
9,15 ,23,22.20 ,1002.5 ,0 ,0.00 ,0.00 ,NNE,74 ,0.00 ,0,0.3 ,17.37 ,0.0124 ,1.1951 ,53.94 ,0.00 ,,
9,15 ,24,21.80 ,1002.4 ,0 ,0.00 ,0.00 ,NW,77 ,0.00 ,0,2.3 ,17.70 ,0.0126 ,1.1968 ,53.88 ,0.00 ,,
9,16 ,1,21.80 ,1002.2 ,0 ,0.00 ,0.00 ,NW,77 ,0.00 ,ScAc,2.7 ,17.57 ,0.0125 ,1.1968 ,53.74 ,0.00 ,,
9,16 ,2,21.80 ,1001.9 ,0 ,0.00 ,0.00 ,NW,76 ,0.00 ,0,2.3 ,17.43 ,0.0125 ,1.1968 ,53.60 ,0.00 ,,
9,16 ,3,21.80 ,1001.7 ,0 ,0.00 ,0.00 ,NNW,76 ,0.00 ,0,3.3 ,17.30 ,0.0124 ,1.1968 ,53.46 ,0.00 ,,
9,16 ,4,21.50 ,1001.8 ,1 ,0.00 ,0.00 ,NW,77 ,0.00 ,0,3.7 ,17.37 ,0.0124 ,1.1980 ,53.12 ,0.00 ,,
9,16 ,5,21.40 ,1001.9 ,2 ,0.00 ,0.00 ,NW,79 ,0.00 ,Ac,1.5 ,17.43 ,0.0125 ,1.1984 ,53.37 ,0.00 ,,
9,16 ,6,21.10 ,1002.0 ,3 ,0.00 ,0.00 ,NNW,80 ,0.00 ,Ac,3.7 ,17.50 ,0.0125 ,1.1996 ,53.01 ,0.00 ,,
9,16 ,7,21.30 ,1002.2 ,3 ,0.00 ,0.00 ,NW,71 ,22.22 ,Ac,3.3 ,16.17 ,0.0112 ,1.1988 ,49.93 ,1.78 ,,
9,16 ,8,21.90 ,1002.3 ,3 ,0.00 ,0.00 ,NNW,62 ,102.78 ,Ac,4.0 ,14.83 ,0.0102 ,1.1964 ,47.81 ,8.17 ,,
9,16 ,9,23.00 ,1002.5 ,3 ,0.00 ,0.00 ,NNW,53 ,297.22 ,Ac,7.7 ,13.50 ,0.0093 ,1.1919 ,46.68 ,69.29 ,,
9,16 ,10,25.30 ,1002.4 ,2 ,0.00 ,0.00 ,NNW,51 ,575.00 ,Ac,3.7 ,14.03 ,0.0103 ,1.1827 ,51.72 ,299.82 ,,
9,16 ,11,27.20 ,1002.3 ,1 ,0.00 ,0.00 ,NNW,50 ,708.33 ,0,3.0 ,14.57 ,0.0112 ,1.1753 ,55.88 ,406.58 ,,
9,16 ,12,28.40 ,1002.2 ,0 ,0.00 ,0.00 ,NNW,48 ,769.44 ,0,3.7 ,15.10 ,0.0116 ,1.1706 ,58.18 ,455.01 ,,
9,16 ,13,29.10 ,1001.8 ,0 ,0.00 ,0.00 ,NNW,46 ,813.89 ,0,4.0 ,15.17 ,0.0117 ,1.1679 ,59.06 ,513.84 ,,
9,16 ,14,29.20 ,1001.4 ,0 ,0.00 ,0.00 ,NW,45 ,772.22 ,0,1.7 ,15.23 ,0.0113 ,1.1675 ,58.24 ,498.55 ,,
9,16 ,15,29.10 ,1001.0 ,0 ,0.00 ,0.00 ,NNE,43 ,644.44 ,0,2.7 ,15.30 ,0.0108 ,1.1679 ,56.88 ,414.55 ,,
9,16 ,16,26.70 ,1001.5 ,0 ,0.00 ,0.00 ,NE,47 ,480.56 ,0,1.5 ,15.53 ,0.0103 ,1.1772 ,53.21 ,310.49 ,,
9,16 ,17,25.30 ,1001.9 ,0 ,0.00 ,0.00 ,ENE,52 ,286.11 ,0,2.7 ,15.77 ,0.0104 ,1.1827 ,51.90 ,187.19 ,,
9,16 ,18,25.30 ,1002.4 ,0 ,0.00 ,0.00 ,E,56 ,0.00 ,0,2.0 ,16.00 ,0.0113 ,1.1827 ,54.16 ,0.00 ,,
9,16 ,19,25.20 ,1002.4 ,0 ,0.00 ,0.00 ,ENE,58 ,0.00 ,0,1.7 ,16.03 ,0.0116 ,1.1831 ,54.75 ,0.00 ,,
9,16 ,20,24.30 ,1002.4 ,0 ,0.00 ,0.00 ,NNE,59 ,0.00 ,0,1.3 ,16.07 ,0.0113 ,1.1867 ,53.08 ,0.00 ,,
9,16 ,21,24.00 ,1002.4 ,0 ,0.00 ,0.00 ,NE,61 ,0.00 ,0,0.5 ,16.10 ,0.0114 ,1.1879 ,53.05 ,0.00 ,,
9,16 ,22,23.00 ,1002.4 ,0 ,0.00 ,0.00 ,NNE,63 ,0.00 ,0,0.3 ,16.07 ,0.0111 ,1.1919 ,51.36 ,0.00 ,,
9,16 ,23,22.20 ,1002.4 ,0 ,0.00 ,0.00 ,NW,66 ,0.00 ,0,5.0 ,16.03 ,0.0110 ,1.1951 ,50.19 ,0.00 ,,
9,16 ,24,22.10 ,1002.4 ,0 ,0.00 ,0.00 ,NNW,68 ,0.00 ,0,1.5 ,16.00 ,0.0113 ,1.1956 ,50.92 ,0.00 ,,
9,17 ,1,21.10 ,1002.7 ,0 ,0.00 ,0.00 ,NNW,70 ,0.00 ,0,4.7 ,15.87 ,0.0110 ,1.1996 ,49.10 ,0.00 ,,
9,17 ,2,20.90 ,1003.0 ,0 ,0.00 ,0.00 ,NW,73 ,0.00 ,0,10.7 ,15.73 ,0.0112 ,1.2004 ,49.48 ,0.00 ,,
9,17 ,3,20.10 ,1003.3 ,0 ,0.00 ,0.00 ,NW,75 ,0.00 ,0,6.5 ,15.60 ,0.0110 ,1.2037 ,48.15 ,0.00 ,,
9,17 ,4,19.60 ,1003.6 ,1 ,0.00 ,0.00 ,NW,72 ,0.00 ,0,2.0 ,14.27 ,0.0103 ,1.2058 ,45.79 ,0.00 ,,
9,17 ,5,18.60 ,1004.0 ,3 ,0.00 ,0.00 ,NNW,70 ,0.00 ,Ci,3.3 ,12.93 ,0.0093 ,1.2099 ,42.25 ,0.00 ,,
9,17 ,6,17.80 ,1004.3 ,4 ,0.00 ,0.00 ,NNW,67 ,0.00 ,Ci,3.0 ,11.60 ,0.0085 ,1.2132 ,39.39 ,0.00 ,,
9,17 ,7,18.10 ,1004.8 ,4 ,0.00 ,0.00 ,NW,63 ,22.22 ,Ci,2.0 ,11.53 ,0.0081 ,1.2120 ,38.67 ,1.78 ,,
9,17 ,8,18.30 ,1005.2 ,3 ,0.00 ,0.00 ,NNW,58 ,91.67 ,Ac,4.7 ,11.47 ,0.0076 ,1.2111 ,37.69 ,7.33 ,,
9,17 ,9,21.00 ,1005.7 ,3 ,0.00 ,0.00 ,NW,54 ,297.22 ,Ac,2.5 ,11.40 ,0.0083 ,1.2000 ,42.30 ,70.24 ,,
9,17 ,10,23.20 ,1005.7 ,3 ,0.00 ,0.00 ,NW,53 ,441.67 ,Ac,1.0 ,12.53 ,0.0094 ,1.1911 ,47.18 ,144.80 ,,
9,17 ,11,24.40 ,1005.7 ,2 ,0.00 ,0.00 ,ENE,52 ,563.89 ,Ac,2.0 ,13.67 ,0.0099 ,1.1863 ,49.73 ,228.23 ,,
9,17 ,12,25.60 ,1005.7 ,2 ,0.00 ,0.00 ,SSE,51 ,680.56 ,Ac,1.5 ,14.80 ,0.0104 ,1.1815 ,52.34 ,344.39 ,,
9,17 ,13,26.30 ,1005.3 ,3 ,0.00 ,0.00 ,SSW,53 ,647.22 ,Ac,2.0 ,15.63 ,0.0113 ,1.1788 ,55.31 ,309.56 ,,
9,17 ,14,26.30 ,1005.0 ,4 ,0.00 ,0.00 ,S,55 ,627.78 ,ScAc,3.3 ,16.47 ,0.0118 ,1.1788 ,56.42 ,328.08 ,,
9,17 ,15,26.40 ,1004.6 ,5 ,0.00 ,0.00 ,S,57 ,572.22 ,ScAc,3.0 ,17.30 ,0.0123 ,1.1784 ,57.82 ,333.67 ,,
9,17 ,16,25.40 ,1004.7 ,6 ,0.00 ,0.00 ,S,59 ,416.67 ,ScAc,3.0 ,17.03 ,0.0120 ,1.1823 ,56.02 ,239.40 ,,
9,17 ,17,24.40 ,1004.9 ,6 ,0.00 ,0.00 ,E,61 ,250.00 ,ScAc,2.7 ,16.77 ,0.0117 ,1.1863 ,54.18 ,151.12 ,,
9,17 ,18,23.90 ,1005.0 ,7 ,0.00 ,0.00 ,E,63 ,0.00 ,ScAc,2.8 ,16.50 ,0.0117 ,1.1883 ,53.73 ,0.00 ,,
9,17 ,19,23.10 ,1005.3 ,5 ,0.00 ,0.00 ,NNE,65 ,0.00 ,ScAc,2.0 ,16.47 ,0.0114 ,1.1915 ,52.25 ,0.00 ,,
9,17 ,20,22.30 ,1005.7 ,2 ,0.00 ,0.00 ,N,66 ,0.00 ,0,1.7 ,16.43 ,0.0112 ,1.1947 ,50.75 ,0.00 ,,
9,17 ,21,22.40 ,1006.0 ,0 ,0.00 ,0.00 ,정온,68 ,0.00 ,0,0.0 ,16.40 ,0.0115 ,1.1943 ,51.76 ,0.00 ,,
9,17 ,22,21.80 ,1006.0 ,3 ,0.00 ,0.00 ,N,68 ,0.00 ,0,1.0 ,16.03 ,0.0111 ,1.1968 ,50.22 ,0.00 ,,
9,17 ,23,21.60 ,1006.1 ,5 ,0.00 ,0.00 ,NW,69 ,0.00 ,Ac,1.3 ,15.67 ,0.0111 ,1.1976 ,49.80 ,0.00 ,,
9,17 ,24,21.40 ,1006.1 ,8 ,0.00 ,0.00 ,NW,69 ,0.00 ,Ac,1.3 ,15.30 ,0.0110 ,1.1984 ,49.39 ,0.00 ,,
9,18 ,1,21.23 ,1005.9 ,8 ,0.00 ,0.00 ,ENE,71 ,0.00 ,0,0.5 ,15.67 ,0.0112 ,1.1991 ,49.88 ,0.00 ,,
9,18 ,2,21.07 ,1005.8 ,8 ,0.00 ,0.00 ,NNW,74 ,0.00 ,Ac,0.3 ,16.03 ,0.0115 ,1.1998 ,50.35 ,0.00 ,,
9,18 ,3,20.90 ,1005.6 ,8 ,0.00 ,0.00 ,NE,76 ,0.00 ,Ac,1.7 ,16.40 ,0.0117 ,1.2004 ,50.81 ,0.00 ,,
9,18 ,4,21.00 ,1005.7 ,9 ,0.00 ,0.00 ,N,76 ,0.00 ,Ac,0.3 ,16.50 ,0.0119 ,1.2000 ,51.23 ,0.00 ,,
9,18 ,5,20.90 ,1005.9 ,9 ,0.00 ,0.00 ,SE,77 ,0.00 ,As,1.2 ,16.60 ,0.0118 ,1.2004 ,51.07 ,0.00 ,,
9,18 ,6,20.80 ,1006.0 ,10 ,0.00 ,0.00 ,ESE,77 ,0.00 ,As,1.0 ,16.70 ,0.0118 ,1.2008 ,50.92 ,0.00 ,,
9,18 ,7,20.70 ,1006.3 ,10 ,0.00 ,0.00 ,SE,78 ,2.78 ,As,0.5 ,17.27 ,0.0120 ,1.2012 ,51.15 ,0.22 ,,
9,18 ,8,21.00 ,1006.7 ,10 ,0.00 ,0.00 ,SW,80 ,33.33 ,As,0.8 ,17.83 ,0.0124 ,1.2000 ,52.57 ,2.67 ,,
9,18 ,9,21.80 ,1007.0 ,10 ,0.00 ,0.00 ,NW,81 ,105.56 ,As,0.3 ,18.40 ,0.0133 ,1.1968 ,55.58 ,8.44 ,,
9,18 ,10,22.80 ,1007.0 ,10 ,0.00 ,0.00 ,NW,77 ,222.22 ,As,1.0 ,18.23 ,0.0134 ,1.1927 ,56.96 ,19.08 ,,
9,18 ,11,23.10 ,1007.0 ,10 ,0.00 ,0.00 ,NW,73 ,211.11 ,As,1.0 ,18.07 ,0.0129 ,1.1915 ,56.07 ,16.59 ,,
9,18 ,12,24.00 ,1007.0 ,10 ,0.00 ,0.00 ,정온,69 ,252.78 ,As,0.2 ,17.90 ,0.0129 ,1.1879 ,56.93 ,20.59 ,,
9,18 ,13,22.50 ,1006.7 ,10 ,0.00 ,0.00 ,NW,71 ,161.11 ,As,5.0 ,18.13 ,0.0121 ,1.1939 ,53.37 ,12.89 ,,
9,18 ,14,22.80 ,1006.3 ,10 ,0.00 ,0.00 ,NW,73 ,163.89 ,As,2.7 ,18.37 ,0.0127 ,1.1927 ,55.16 ,13.11 ,,
9,18 ,15,23.30 ,1006.0 ,10 ,0.00 ,0.00 ,WSW,75 ,150.00 ,As,1.0 ,18.60 ,0.0134 ,1.1907 ,57.62 ,12.00 ,,
9,18 ,16,22.40 ,1006.3 ,10 ,0.00 ,0.00 ,NW,74 ,111.11 ,As,5.0 ,18.20 ,0.0126 ,1.1943 ,54.54 ,8.89 ,,
9,18 ,17,22.40 ,1006.6 ,10 ,0.00 ,0.00 ,NW,74 ,66.67 ,As,5.0 ,17.80 ,0.0125 ,1.1943 ,54.25 ,5.33 ,,
9,18 ,18,22.60 ,1006.9 ,10 ,0.00 ,0.00 ,NNW,73 ,27.78 ,As,1.7 ,17.40 ,0.0125 ,1.1935 ,54.56 ,9.18 ,,
9,18 ,19,22.30 ,1007.2 ,10 ,0.00 ,0.00 ,NW,75 ,0.00 ,As,1.3 ,17.77 ,0.0127 ,1.1947 ,54.68 ,0.00 ,,
9,18 ,20,22.40 ,1007.5 ,10 ,0.00 ,0.00 ,N,78 ,0.00 ,ScAs,1.3 ,18.13 ,0.0132 ,1.1943 ,56.01 ,0.00 ,,
9,18 ,21,22.10 ,1007.8 ,10 ,0.00 ,0.00 ,NW,80 ,0.00 ,ScAs,5.3 ,18.50 ,0.0133 ,1.1956 ,56.09 ,0.00 ,,
9,18 ,22,21.30 ,1007.9 ,7 ,0.00 ,0.00 ,NW,82 ,0.00 ,ScAs,3.0 ,18.43 ,0.0131 ,1.1988 ,54.58 ,0.00 ,,
9,18 ,23,20.90 ,1008.1 ,3 ,0.00 ,0.00 ,NW,85 ,0.00 ,0,3.0 ,18.37 ,0.0131 ,1.2004 ,54.28 ,0.00 ,,
9,18 ,24,20.60 ,1008.2 ,0 ,0.00 ,0.00 ,NW,87 ,0.00 ,0,4.7 ,18.30 ,0.0132 ,1.2017 ,54.27 ,0.00 ,,
9,19 ,1,20.37 ,1008.2 ,0 ,0.00 ,0.00 ,NW,86 ,0.00 ,Ac,4.7 ,17.97 ,0.0129 ,1.2026 ,53.28 ,0.00 ,,
9,19 ,2,20.13 ,1008.3 ,0 ,0.00 ,0.00 ,NW,86 ,0.00 ,0,1.5 ,17.63 ,0.0126 ,1.2036 ,52.30 ,0.00 ,,
9,19 ,3,19.90 ,1008.3 ,0 ,0.00 ,0.00 ,NNW,85 ,0.00 ,0,3.7 ,17.30 ,0.0124 ,1.2045 ,51.34 ,0.00 ,,
9,19 ,4,20.10 ,1008.6 ,1 ,0.00 ,0.00 ,NNW,84 ,0.00 ,0,4.0 ,17.03 ,0.0124 ,1.2037 ,51.69 ,0.00 ,,
9,19 ,5,20.20 ,1008.8 ,2 ,0.00 ,0.00 ,NNW,84 ,0.00 ,Ci,3.7 ,16.77 ,0.0124 ,1.2033 ,51.74 ,0.00 ,,
9,19 ,6,19.60 ,1009.1 ,3 ,0.00 ,0.00 ,S,83 ,0.00 ,Ci,1.3 ,16.50 ,0.0118 ,1.2058 ,49.71 ,0.00 ,,
9,19 ,7,19.40 ,1009.9 ,5 ,0.00 ,0.00 ,NNE,71 ,25.00 ,Ci,0.8 ,14.93 ,0.0100 ,1.2066 ,44.89 ,2.00 ,,
