월,일,시,건구온도(℃),기압(hPa),운량(1~10),적설량(cm),강우량(mm),풍향,상대습도(%),수평면일사(W/m2),운형,퐁속(m/s),이슬점온도(℃),절대습도(Kg/Kg),공기밀도(Kg/㎥),엔탈피(KJ/Kg),직달일사(W/㎡)
10,9,13,19.8,1005.6,1,0,0,N,36,713.89,Ac,1.3,4.67,0.0051,1.2049,32.94,465.13
10,9,14,21,1005.1,0,0,0,S,31,652.78,0,0.9,4.63,0.0048,1.2,33.2,426.9
10,9,15,21.3,1004.5,0,0,0,WNW,33,536.11,0,3.1,4.6,0.0052,1.1988,34.53,351.45
10,9,16,21.3,1004.7,0,0,0,W,37,386.11,0,2.8,5.17,0.0058,1.1988,36.14,254.15
10,9,17,20.1,1004.8,0,0,0,WNW,40,42.12,0,3.5,5.73,0.0058,1.2037,34.98,3.32
10,9,18,18.5,1005,0,0,0,NW,44,0,0,2.1,6.3,0.0058,1.2103,33.29,0
10,9,19,17.2,1005.4,0,0,0,WNW,49,0,0,2,6.67,0.006,1.2157,32.36,0
10,9,20,16.3,1005.8,1,0,0,NW,52,0,Ac,2.2,7.03,0.006,1.2195,31.48,0
10,9,21,15.3,1006.2,1,0,0,W,58,0,Ac,1.7,7.4,0.0062,1.2237,31.17,0
10,9,22,14.8,1006.3,1,0,0,W,59,0,Ac,0.9,7.3,0.0062,1.2259,30.42,0
10,9,23,14.1,1006.4,0,0,0,WNW,63,0,0,0.8,7.2,0.0063,1.2289,30.03,0
10,9,24,13.3,1006.5,0,0,0,WNW,65,0,0,1.1,7.1,0.0061,1.2323,28.89,0
10,10,1,13.1,1006.5,3,0,0,ENE,67,0,Ac,0.5,6.73,0.0063,1.2331,28.96,0
10,10,2,13.3,1006.4,6,0,0,NE,64,0,Ac,0.7,6.37,0.0061,1.2323,28.65,0
10,10,3,13.3,1006.4,9,0,0,NE,60,0,Ac,1.4,6,0.0057,1.2323,27.68,0
10,10,4,12.6,1006.6,7,0,0,NE,62,0,Ac,1.6,6.37,0.0056,1.2353,26.79,0
10,10,5,12.3,1006.7,4,0,0,N,68,0,Ac,1,6.73,0.006,1.2366,27.56,0
10,10,6,11.5,1006.9,2,0,0,NE,73,0,Ac,1.3,7.1,0.0061,1.2401,27.02,0
10,10,7,11.6,1007.4,4,0,0,NNE,72,0,Ac,1.5,7.6,0.0061,1.2396,27.01,0
10,10,8,13.6,1008,7,0,0,ENE,64,88.89,Sc,1.7,8.1,0.0062,1.231,29.26,9.69
10,10,9,14.6,1008.5,9,0,0,NE,66,122.22,Sc,3.1,8.6,0.0068,1.2267,31.86,9.84
10,10,10,15.3,1008.2,8,0,0,ENE,62,136.11,Sc,2.3,8.83,0.0067,1.2237,32.27,10.89
10,10,11,16.5,1007.8,7,0,0,ENE,59,225,Ac,2.1,9.07,0.0069,1.2187,33.96,20.85
10,10,12,18.2,1007.5,6,0,0,ENE,55,366.67,Ac,2.2,9.3,0.0071,1.2116,36.36,78.72
10,10,13,19.3,1007,7,0,0,NE,54,502.78,Ac,1.9,9.6,0.0075,1.207,38.42,214.7
10,10,14,19.3,1006.5,9,0,0,NNE,53,202.78,ScAs,1.9,9.9,0.0074,1.207,38.07,17.6
10,10,15,19.2,1006,10,0,0,NNW,55,180.56,ScAs,1.4,10.2,0.0076,1.2074,38.56,17.62
10,10,16,18.2,1006,10,0,0,NW,66,52.78,ScAs,1.8,10.93,0.0086,1.2116,40.02,4.22
10,10,17,17.7,1006,10,0,0,WNW,69,13.89,ScAs,1.5,11.67,0.0087,1.2136,39.8,1.11
10,10,18,17.7,1006,10,0,0,N,70,0,ScAs,0.8,12.4,0.0088,1.2136,40.12,0
10,10,19,17.2,1006.3,10,0,0,NNE,72,0,ScAs,1.3,12.47,0.0088,1.2157,39.53,0
10,10,20,17.2,1006.7,10,0,0,정온,73,0,ScAs,0,12.53,0.0089,1.2157,39.85,0
10,10,21,16.8,1007,10,0,0,W,75,0,ScAs,3,12.6,0.0089,1.2174,39.48,0
10,10,22,15.8,1007.1,10,0,0,WNW,77,0,ScAs,2.2,12.43,0.0086,1.2216,37.61,0
10,10,23,15.5,1007.1,10,0,0,WNW,78,0,StAs,2.3,12.27,0.0085,1.2229,37.17,0
10,10,24,15.5,1007.2,10,0,0,WNW,79,0,StAs,2.8,12.1,0.0087,1.2229,37.45,0
10,11,1,15.3,1007.2,10,0,0,WNW,80,0,0,1.5,11.77,0.0086,1.2237,37.24,0
10,11,2,15,1007.2,10,0,0,W,77,0,ScAs,3.7,11.43,0.0082,1.225,35.7,0
10,11,3,14.1,1007.2,10,0,0,WNW,81,0,ScAs,3,11.1,0.0081,1.2289,34.62,0
10,11,4,13.8,1007.5,9,0,0,SW,80,0,ScAs,1,10.43,0.0078,1.2301,33.67,0
10,11,5,13.3,1007.7,9,0,0,W,76,0,ScAc,3.9,9.77,0.0072,1.2323,31.55,0
10,11,6,12.8,1008,8,0,0,W,77,0,ScAc,2.6,9.1,0.0071,1.2344,30.68,0
10,11,7,12.8,1008.5,8,0,0,WNW,78,0,ScAc,3.2,9,0.0072,1.2344,30.91,0
10,11,8,13.1,1009,8,0,0,WNW,77,0,ScAc,2.3,8.9,0.0072,1.2331,31.34,0
10,11,9,14.1,1009.5,8,0,0,WNW,69,122.22,ScAc,3.2,8.8,0.0069,1.2289,31.56,9.89
10,11,10,15.8,1009.1,8,0,0,W,51,361.11,ScAc,2.2,7.17,0.0057,1.2216,30.21,124.81
10,11,11,16.6,1008.8,8,0,0,W,42,425,ScAc,2.3,5.53,0.0049,1.2182,29.09,147.08
10,11,12,18.2,1008.4,8,0,0,WNW,38,683.33,ScAc,2.6,3.9,0.0049,1.2116,30.73,434.16
10,11,13,18.2,1008.1,8,0,0,WNW,34,533.33,ScAc,3.1,4.03,0.0044,1.2116,29.41,255.22
10,11,14,19.5,1007.7,9,0,0,W,31,611.11,ScAc,3.2,4.17,0.0043,1.2062,30.6,389.79
10,11,15,19,1007.4,9,0,0,W,37,272.22,ScAc,2.7,4.3,0.005,1.2082,31.83,63.28
10,11,16,18.6,1007.8,8,0,0,WNW,39,177.78,ScAc,2.3,4.6,0.0052,1.2099,31.79,37.38
10,11,17,18.2,1008.1,8,0,0,NW,43,86.11,ScAc,1.4,4.9,0.0056,1.2116,32.38,22.08
10,11,18,17.7,1008.5,7,0,0,NNW,43,0,ScAc,1.6,5.2,0.0054,1.2136,31.43,0
10,11,19,17.5,1008.8,8,0,0,WNW,45,0,ScAc,0.9,5.97,0.0056,1.2145,31.69,0
10,11,20,17,1009.1,9,0,0,NNE,49,0,ScAs,1,6.73,0.0059,1.2166,31.96,0
10,11,21,16.6,1009.4,10,0,0,W,54,0,ScAs,1.4,7.5,0.0063,1.2182,32.67,0
10,11,22,16.2,1009.7,10,0,0,WNW,53,0,ScAs,2,7.13,0.006,1.2199,31.57,0
10,11,23,16.2,1009.9,10,0,0,WNW,49,0,ScAs,2,6.77,0.0056,1.2199,30.4,0
10,11,24,16,1010.2,10,0,0,WNW,52,0,ScAs,2.1,6.4,0.0059,1.2208,30.88,0
10,12,1,15.6,1010.5,10,0,0,NNW,51,0,StAs,0.6,6.47,0.0056,1.2225,29.82,0
10,12,2,15.1,1010.7,10,0,0,WNW,54,0,ScAs,2.1,6.53,0.0057,1.2246,29.67,0
10,12,3,14.8,1011,10,0,0,WNW,57,0,ScAs,1,6.6,0.0059,1.2259,29.89,0
10,12,4,14.5,1011.3,9,0,0,WNW,59,0,ScAs,1.2,7.07,0.006,1.2271,29.81,0
10,12,5,14.1,1011.7,8,0,0,정온,64,0,Ac,0.4,7.53,0.0064,1.2289,30.28,0
10,12,6,13.3,1012,7,0,0,NNE,69,0,Ac,0.8,8,0.0065,1.2323,29.85,0
10,12,7,13.1,1012.4,6,0,0,NNE,68,0,Ac,1,7.13,0.0064,1.2331,29.2,0
10,12,8,14,1012.8,6,0,0,NE,62,58.33,AcCi,1.2,6.27,0.0061,1.2293,29.57,4.67
10,12,9,16.5,1013.2,5,0,0,NE,47,272.22,AcCi,0.9,5.4,0.0055,1.2187,30.39,99.4
10,12,10,18.5,1013,5,0,0,W,43,400,AcCi,1.2,5.07,0.0057,1.2103,32.95,170.64
10,12,11,18.7,1012.9,6,0,0,WNW,41,394.44,Ac,2.6,4.73,0.0055,1.2095,32.66,118.73
10,12,12,20.5,1012.7,6,0,0,W,34,511.11,Ac,3.8,4.4,0.0051,1.2021,33.47,224.17
10,12,13,20.3,1012.1,7,0,0,WNW,35,633.33,Ac,4.2,4.7,0.0052,1.2029,33.48,384.91
10,12,14,20.3,1011.6,7,0,0,WNW,33,500,Ac,3.3,5,0.0049,1.2029,32.73,256.86
10,12,15,20.2,1011,8,0,0,W,37,344.44,Ac,3.5,5.3,0.0054,1.2033,34.05,134.12
10,12,16,19.3,1011.4,9,0,0,NW,38,163.89,Ac,3.1,3.97,0.0053,1.207,32.74,29.69
10,12,17,18.2,1011.8,9,0,0,WNW,35,86.11,ScAs,4,2.63,0.0045,1.2116,29.74,23.78
10,12,18,17.5,1012.2,10,0,0,NW,33,0,ScAs,1.8,1.3,0.0041,1.2145,27.9,0
10,12,19,16.3,1012.7,10,0,0,NW,37,0,ScAs,3.5,1.73,0.0042,1.2195,27.09,0
10,12,20,15.5,1013.2,10,0,0,WNW,40,0,ScAs,2,2.17,0.0044,1.2229,26.57,0
10,12,21,14.8,1013.7,10,0,0,N,43,0,ScAs,1.1,2.6,0.0045,1.2259,26.17,0
10,12,22,14.3,1013.9,10,0,0,WNW,45,0,ScAs,2.5,2.53,0.0045,1.228,25.82,0
10,12,23,13.8,1014,10,0,0,NW,45,0,ScAs,1.2,2.47,0.0044,1.2301,24.94,0
10,12,24,13.5,1014.2,10,0,0,N,46,0,ScAs,1,2.4,0.0044,1.2314,24.67,0
10,13,1,12.8,1014.1,10,0,0,SSW,50,0,ScAs,1,2.47,0.0046,1.2344,24.39,0
10,13,2,12.8,1014.1,9,0,0,WNW,48,0,ScAc,1.9,2.53,0.0044,1.2344,23.92,0
10,13,3,12.5,1014,9,0,0,WNW,50,0,ScAc,0.9,2.6,0.0045,1.2357,23.86,0
10,13,4,12.1,1014.1,9,0,0,WNW,52,0,ScAc,1.1,3.3,0.0045,1.2375,23.6,0
10,13,5,11.8,1014.1,9,0,0,정온,54,0,ScAc,0.4,4,0.0046,1.2388,23.5,0
10,13,6,11.5,1014.2,9,0,0,정온,62,0,ScAc,0.3,4.7,0.0052,1.2401,24.67,0
10,13,7,11.6,1014.4,9,0,0,ENE,56,0,ScAc,2.7,4.6,0.0047,1.2396,23.58,0
10,13,8,12.3,1014.7,9,0,0,ENE,56,50,AcCi,2.2,4.5,0.005,1.2366,24.85,4
10,13,9,14.1,1014.9,9,0,0,NE,51,186.11,AcCi,1.6,4.4,0.0051,1.2289,26.98,30.35
10,13,10,15.6,1014.6,9,0,0,NE,43,308.33,AcCi,1.4,5,0.0047,1.2225,27.58,78.84
10,13,11,16.3,1014.3,10,0,0,N,45,338.89,As,1.6,5.6,0.0052,1.2195,29.43,74.27
10,13,12,16.7,1014,10,0,0,WNW,49,336.11,As,3.1,6.2,0.0058,1.2178,31.37,62.21
10,13,13,16.2,1013.5,9,0,0,W,54,244.44,As,3.5,6.63,0.0062,1.2199,31.86,24.53
10,13,14,17.3,1012.9,7,0,0,WNW,51,352.78,ScAc,2.7,7.07,0.0062,1.2153,33.18,95.19
10,13,15,19.1,1012.4,6,0,0,W,46,447.22,ScAc,2.7,7.5,0.0063,1.2078,35.17,265.12
10,13,16,19.1,1012.3,4,0,0,WNW,47,322.22,ScAc,2.8,8.13,0.0064,1.2078,35.52,202.71
10,13,17,18.7,1012.1,3,0,0,WNW,50,152.78,Sc,2.2,8.77,0.0067,1.2095,35.73,100.62
10,13,18,17.2,1012,1,0,0,NW,59,0,Sc,1.1,9.4,0.0072,1.2157,35.47,0
10,13,19,16.2,1012.2,2,0,0,NW,63,0,Sc,1.6,9.2,0.0072,1.2199,34.49,0
10,13,20,15.8,1012.5,2,0,0,NW,63,0,Ac,1.5,9,0.007,1.2216,33.62,0
10,13,21,15.1,1012.7,3,0,0,WNW,65,0,Ac,2,8.8,0.0069,1.2246,32.66,0
10,13,22,14.6,1012.8,3,0,0,N,66,0,Ac,0.8,9.03,0.0068,1.2267,31.86,0
10,13,23,14.1,1012.8,2,0,0,정온,69,0,Ac,0.4,9.27,0.0069,1.2289,31.56,0
10,13,24,13.6,1012.9,2,0,0,NW,75,0,Ac,0.8,9.5,0.0072,1.231,31.97,0
10,14,1,13.3,1012.6,4,0,0,N,76,0,ScAs,0.5,8.77,0.0072,1.2323,31.55,0
10,14,2,12.8,1012.3,6,0,0,정온,73,0,Ac,0.4,8.03,0.0067,1.2344,29.74,0
10,14,3,12.8,1012,8,0,0,NE,68,0,Ac,1.3,7.3,0.0062,1.2344,28.58,0
10,14,4,12.5,1011.9,8,0,0,NE,69,0,Ac,1.9,7.37,0.0062,1.2357,28.19,0
10,14,5,12.6,1011.8,8,0,0,NE,67,0,Ac,0.8,7.43,0.0061,1.2353,27.94,0
10,14,6,12.6,1011.7,8,0,0,W,70,0,Ac,1.2,7.5,0.0063,1.2353,28.63,0
10,14,7,12.1,1011.9,8,0,0,WNW,67,0,Ac,3,7.07,0.0059,1.2375,26.93,0
10,14,8,12.3,1012,7,0,0,W,68,41.67,ScAc,1.7,6.63,0.006,1.2366,27.56,3.33
10,14,9,13.3,1012.2,7,0,0,WNW,61,144.44,ScAc,1.9,6.2,0.0058,1.2323,27.92,14.54
10,14,10,16.1,1011.9,5,0,0,SSW,54,380.56,ScAc,0.9,5.03,0.0061,1.2204,31.66,152.55
10,14,11,17.5,1011.5,3,0,0,NE,44,500,Ac,1.1,3.87,0.0054,1.2145,31.37,242.22
10,14,12,18.6,1011.2,1,0,0,NW,34,611.11,Ac,3.2,2.7,0.0045,1.2099,30.1,356.71
10,14,13,19.8,1010.6,1,0,0,WNW,31,658.33,Ac,3.2,1.3,0.0044,1.2049,31.11,418.64
10,14,14,21,1010.1,1,0,0,NW,23,594.44,Ac,2.3,-0.1,0.0035,1.2,30.06,378.63
10,14,15,20.7,1009.5,1,0,0,WNW,22,450,Ac,2.8,-1.5,0.0033,1.2012,29.21,271.52
10,14,16,20.3,1009.6,1,0,0,W,27,361.11,Ac,4.1,-0.33,0.004,1.2029,30.47,237.33
10,14,17,19.7,1009.6,0,0,0,WNW,29,18.91,0,2.8,0.83,0.0041,1.2054,30.22,1.51
10,14,18,17.8,1009.7,0,0,0,NNW,34,0,0,1.4,2,0.0043,1.2132,28.72,0
10,14,19,16.7,1010.2,0,0,0,WNW,37,0,0,2.5,2.33,0.0043,1.2178,27.77,0
10,14,20,16.2,1010.7,0,0,0,NNW,39,0,0,3.1,2.67,0.0044,1.2199,27.5,0
10,14,21,15.6,1011.2,0,0,0,NNW,42,0,0,1.6,3,0.0046,1.2225,27.3,0
10,14,22,14.1,1011.5,0,0,0,WNW,51,0,0,1.3,3.5,0.0051,1.2289,26.98,0
10,14,23,13.3,1011.7,0,0,0,WNW,56,0,0,0.5,4,0.0053,1.2323,26.72,0
10,14,24,12.8,1012,0,0,0,WNW,56,0,0,1.3,4.5,0.0051,1.2344,25.78,0
10,15,1,12.3,1012.1,0,0,0,NNE,60,0,Ac,0.6,4.83,0.0053,1.2366,25.75,0
10,15,2,11.6,1012.1,0,0,0,NNE,66,0,0,1.4,5.17,0.0056,1.2396,25.72,0
10,15,3,11.6,1012.2,0,0,0,N,65,0,0,0.7,5.5,0.0055,1.2396,25.51,0
10,15,4,11.1,1012.4,0,0,0,NNE,70,0,0,1,5.67,0.0057,1.2418,25.59,0
10,15,5,10.3,1012.7,0,0,0,NE,74,0,0,1.2,5.83,0.0057,1.2453,24.81,0
10,15,6,9.8,1012.9,0,0,0,NE,76,0,0,2.2,6,0.0057,1.2475,24.2,0
10,15,7,9.8,1013.2,0,0,0,NE,77,0,0,1.1,6.23,0.0058,1.2475,24.39,0
10,15,8,12.1,1013.4,0,0,0,ENE,69,69.44,0,2,6.47,0.006,1.2375,27.37,5.98
10,15,9,14.1,1013.7,0,0,0,NE,60,238.89,0,1.6,6.7,0.006,1.2289,29.27,70.95
10,15,10,16,1013.5,2,0,0,ENE,55,411.11,0,1.9,7.3,0.0062,1.2208,31.75,191.7
10,15,11,17.6,1013.4,5,0,0,ESE,50,538.89,Sc,1.7,7.9,0.0062,1.2141,33.47,294.85
10,15,12,18.6,1013.2,7,0,0,WSW,51,588.89,Sc,1.6,8.5,0.0068,1.2099,35.86,331.55
10,15,13,19.7,1012.5,7,0,0,WSW,47,430.56,Sc,2.6,7.8,0.0067,1.2054,36.76,146.77
10,15,14,20.2,1011.9,6,0,0,W,44,472.22,Sc,2.8,7.1,0.0065,1.2033,36.68,231.05
10,15,15,19.8,1011.2,6,0,0,W,41,425,Sc,1.9,6.4,0.0059,1.2049,34.77,243.45
10,15,16,19.1,1011.3,4,0,0,W,40,247.22,Sc,3.3,6.9,0.0055,1.2078,33.07,115.32
10,15,17,18.5,1011.3,2,0,0,WNW,40,163.89,0,3.7,7.4,0.0053,1.2103,31.94,95.25
10,15,18,16.7,1011.4,0,0,0,WNW,55,0,0,3.8,7.9,0.0065,1.2178,33.18,0
10,15,19,15.8,1011.8,3,0,0,WNW,59,0,0,2.7,7.9,0.0066,1.2216,32.48,0
10,15,20,15.3,1012.1,6,0,0,W,60,0,Sc,1.9,7.9,0.0065,1.2237,31.72,0
10,15,21,14.8,1012.5,9,0,0,WNW,62,0,Sc,2.5,7.9,0.0065,1.2259,31.22,0
10,15,22,14.5,1012.5,8,0,0,W,62,0,Sc,2.3,8.17,0.0063,1.2271,30.6,0
10,15,23,14,1012.5,7,0,0,W,68,0,ScCi,2,8.43,0.0067,1.2293,31.09,0
10,15,24,13.8,1012.5,6,0,0,NW,70,0,ScCi,0.6,8.7,0.0068,1.2301,31.16,0
10,16,1,13.6,1012.4,4,0,0,정온,74,0,0,0.4,8.9,0.0072,1.231,31.72,0
10,16,2,13.1,1012.3,2,0,0,N,75,0,0,0.9,9.1,0.007,1.2331,30.86,0
10,16,3,12.6,1012.2,0,0,0,정온,79,0,0,0.3,9.3,0.0072,1.2353,30.7,0
10,16,4,11.3,1012.2,0,0,0,NE,82,0,0,1.3,9.07,0.0068,1.2409,28.52,0
10,16,5,11.1,1012.2,0,0,0,NNE,83,0,0,0.9,8.83,0.0068,1.2418,28.3,0
10,16,6,10.6,1012.2,0,0,0,NE,86,0,0,1.4,8.6,0.0068,1.244,27.83,0
10,16,7,10.3,1012.5,0,0,0,NNE,87,0,0,0.9,8.4,0.0068,1.2453,27.37,0
10,16,8,11.6,1012.9,0,0,0,NE,85,63.89,0,1.4,8.2,0.0072,1.2396,29.82,5.21
10,16,9,14,1013.2,0,0,0,NE,66,236.11,0,1.8,8,0.0065,1.2293,30.58,69.9
10,16,10,16.1,1012.9,2,0,0,E,56,402.78,0,1.4,7.83,0.0063,1.2204,32.24,183.92
10,16,11,15.3,1012.5,5,0,0,WNW,61,280.56,Sc,3,7.67,0.0066,1.2237,31.99,42.29
10,16,12,16,1012.2,7,0,0,NNW,56,250,Sc,2,7.5,0.0063,1.2208,32.03,26.24
10,16,13,17.5,1011.7,6,0,0,W,50,452.78,Sc,2.9,6.9,0.0062,1.2145,33.27,173.04
10,16,14,18.2,1011.2,5,0,0,W,48,297.22,Sc,2.3,6.3,0.0062,1.2116,34.03,57.92
10,16,15,18.2,1010.7,4,0,0,NW,43,469.44,Sc,2.5,5.7,0.0056,1.2116,32.38,299.03
10,16,16,18,1010.9,4,0,0,N,44,263.89,Sc,2.5,5.8,0.0056,1.2124,32.32,139.55
10,16,17,17.3,1011,3,0,0,N,45,88.89,Sc,2.8,5.9,0.0055,1.2153,31.31,35.1
10,16,18,16.8,1011.2,3,0,0,NNW,48,0,Sc,2.3,6,0.0057,1.2174,31.27,0
10,16,19,15.8,1011.5,3,0,0,NW,58,0,Sc,1,6.13,0.0065,1.2216,32.19,0
10,16,20,15.3,1011.9,4,0,0,N,56,0,Ac,0.6,6.27,0.006,1.2237,30.62,0
10,16,21,14.6,1012.2,4,0,0,ENE,57,0,Ac,2.6,6.4,0.0059,1.2267,29.49,0
10,16,22,13.8,1012.5,3,0,0,ENE,58,0,Ac,1.9,6.3,0.0057,1.2301,28.17,0
10,16,23,13.3,1012.7,2,0,0,ENE,60,0,Ac,2.4,6.2,0.0057,1.2323,27.68,0
10,16,24,12.5,1013,1,0,0,NE,64,0,Ac,2.5,6.1,0.0057,1.2357,27.05,0
10,17,1,12,1012.9,1,0,0,ENE,66,0,ScCi,2.5,6.1,0.0057,1.2379,26.51,0
10,17,2,11.6,1012.8,0,0,0,ENE,68,0,0,2.1,6.1,0.0057,1.2396,26.15,0
10,17,3,11.1,1012.7,0,0,0,ENE,70,0,0,1.9,6.1,0.0057,1.2418,25.59,0
10,17,4,10.8,1012.7,0,0,0,정온,72,0,0,0.1,6.27,0.0058,1.2431,25.4,0
10,17,5,10.6,1012.7,0,0,0,ENE,73,0,0,2,6.43,0.0058,1.244,25.21,0
10,17,6,10.6,1012.7,0,0,0,정온,75,0,0,0.2,6.6,0.0059,1.244,25.61,0
10,17,7,10.5,1013,0,0,0,ENE,76,0,0,1.1,6.7,0.006,1.2444,25.61,0
10,17,8,11.6,1013.4,0,0,0,ENE,69,55.56,0,1.7,6.8,0.0058,1.2396,26.37,4.36
10,17,9,14.8,1013.7,0,0,0,ENE,58,272.22,0,1.9,6.9,0.006,1.2259,30.15,109.48
10,17,10,16.2,1013.4,2,0,0,NE,50,450,0,2.2,6.63,0.0057,1.2199,30.7,246.57
10,17,11,17.1,1013,3,0,0,NNE,47,588.89,Sc,2.2,6.37,0.0057,1.2161,31.54,362.59
10,17,12,17.6,1012.7,5,0,0,NE,46,619.44,Sc,1.6,6.1,0.0057,1.2141,32.2,375.42
10,17,13,16.6,1012.2,5,0,0,ENE,53,255.56,Sc,3,6.63,0.0062,1.2182,32.37,29.21
10,17,14,16.5,1011.7,4,0,0,ENE,54,275,Cu,3.2,7.17,0.0063,1.2187,32.47,45.87
10,17,15,16.2,1011.2,4,0,0,NE,56,150,Cu,2.8,7.7,0.0064,1.2199,32.44,12.76
10,17,16,16.1,1011.4,3,0,0,NE,57,113.89,Cu,2.7,7.9,0.0065,1.2204,32.53,11.53
10,17,17,15.8,1011.5,3,0,0,NE,58,5.69,Sc,2.5,8.1,0.0065,1.2216,32.19,0.46
10,17,18,14.3,1011.7,2,0,0,NE,66,0,Sc,1.9,8.3,0.0067,1.228,31.22,0
10,17,19,13.3,1012,1,0,0,NE,67,0,Sc,2.7,7.8,0.0063,1.2323,29.37,0
10,17,20,13,1012.2,1,0,0,ENE,68,0,0,3.1,7.3,0.0063,1.2336,28.99,0
10,17,21,12.5,1012.5,0,0,0,NE,67,0,0,2.7,6.8,0.006,1.2357,27.73,0
10,17,22,12.5,1012.7,0,0,0,ENE,65,0,0,3,6.5,0.0058,1.2357,27.28,0
10,17,23,11.8,1012.8,0,0,0,NE,65,0,0,2.2,6.2,0.0056,1.2388,25.9,0
10,17,24,11.3,1013,0,0,0,NE,68,0,0,1.9,5.9,0.0056,1.2409,25.56,0
10,18,1,11.3,1013.1,0,0,0,NE,68,0,Ac,2.2,5.97,0.0056,1.2409,25.56,0
10,18,2,10.8,1013.1,0,0,0,NNE,70,0,0,0.9,6.03,0.0056,1.2431,24.99,0
10,18,3,10.3,1013.2,0,0,0,NNE,74,0,0,0.7,6.1,0.0057,1.2453,24.81,0
10,18,4,9.8,1013,0,0,0,NNE,77,0,0,0.5,6.07,0.0058,1.2475,24.39,0
10,18,5,9.1,1012.9,0,0,0,NE,79,0,0,1.2,6.03,0.0057,1.2506,23.37,0
10,18,6,8.8,1012.7,0,0,0,NE,81,0,0,1.2,6,0.0057,1.2519,23.13,0
10,18,7,8.6,1013,0,0,0,NNE,83,0,0,1.1,5.63,0.0057,1.2528,23.09,0
10,18,8,9.8,1013.4,0,0,0,NNE,79,69.44,0,1,5.27,0.0059,1.2475,24.77,6.35
10,18,9,13.8,1013.7,0,0,0,ENE,54,266.67,0,1.6,4.9,0.0053,1.2301,27.18,105.2
10,18,10,15.3,1013.3,1,0,0,ENE,48,438.89,0,1.8,4.83,0.0052,1.2237,28.42,234.99
10,18,11,16.7,1012.9,2,0,0,NNE,44,563.89,Ci,1.7,4.77,0.0052,1.2178,29.87,334.91
10,18,12,18.3,1012.5,3,0,0,WSW,40,650,Ci,2.8,4.7,0.0052,1.2111,31.57,412.98
10,18,13,18.7,1011.7,4,0,0,NNW,36,661.11,Ci,1.4,4.4,0.0048,1.2095,30.95,428.99
10,18,14,19.7,1011,5,0,0,SW,36,563.89,ScCi,1.3,4.1,0.0051,1.2054,32.75,354.25
10,18,15,19.8,1010.2,6,0,0,W,34,369.44,ScCi,2.2,3.8,0.0049,1.2049,32.21,181.7
10,18,16,19.7,1010.1,5,0,0,SW,35,327.78,ScCi,1.6,4.5,0.005,1.2054,32.39,215.69
10,18,17,18.7,1010.1,3,0,0,W,40,144.44,Ci,2.8,5.2,0.0053,1.2095,32.31,86.2
10,18,18,17,1010,2,0,0,WNW,47,0,Ci,2.1,5.9,0.0056,1.2166,31.35,0
10,18,19,15.8,1010,4,0,0,WNW,54,0,Ci,2.2,6.6,0.006,1.2216,31.06,0
10,18,20,14.8,1010,6,0,0,W,59,0,Ci,2.2,7.3,0.0062,1.2259,30.42,0
10,18,21,14.5,1010,8,0,0,WNW,64,0,Ci,1,8,0.0065,1.2271,31.12,0
10,18,22,14,1009.7,8,0,0,WNW,67,0,Ci,1.1,8.1,0.0066,1.2293,30.84,0
10,18,23,13.3,1009.5,9,0,0,W,69,0,Ci,1.2,8.2,0.0065,1.2323,29.85,0
10,18,24,13,1009.2,9,0,0,정온,72,0,Ci,0,8.3,0.0067,1.2336,29.94,0
10,19,1,12.8,1008.5,9,0,0,정온,73,0,0,0,8.3,0.0067,1.2344,29.74,0
10,19,2,12.3,1007.9,10,0,0,NNE,75,0,ScAs,1.6,8.3,0.0067,1.2366,29.14,0
10,19,3,12.1,1007.2,10,0,0,NE,76,0,ScAs,1.3,8.3,0.0067,1.2375,28.94,0
10,19,4,11.8,1006.3,10,0,0,NE,77,0,ScAs,1.8,8.37,0.0066,1.2388,28.52,0
10,19,5,11.6,1005.4,9,0,0,NE,78,0,ScAc,1.9,8.43,0.0066,1.2396,28.31,0
10,19,6,11.6,1004.5,9,0,0,NE,80,0,ScAc,2.7,8.5,0.0068,1.2396,28.74,0
10,19,7,12.1,1004.6,9,0,0,NW,74,0,ScAc,2.3,8.8,0.0065,1.2375,28.49,0
10,19,8,11.8,1004.6,10,0,0.3,W,82,0,StNs,0.6,9.1,0.007,1.2388,29.61,0
10,19,9,11.6,1004.7,10,0,0.2,WNW,85,2.78,StNs,3,9.4,0.0072,1.2396,29.82,0.22
10,19,10,9.6,1004.8,7,0,4,NW,86,5.56,StNs,4.2,8.67,0.0064,1.2484,25.69,0.44
10,19,11,9.1,1004.8,4,0,2,NNW,85,38.89,Sc,2.8,7.93,0.0061,1.2506,24.46,3.11
10,19,12,11.6,1004.9,1,0,0,W,73,402.78,Sc,2.6,7.2,0.0062,1.2396,27.23,122.38
10,19,13,12.3,1004.7,1,0,0,WNW,59,544.44,Sc,4.9,3.43,0.0052,1.2366,25.53,294.29
10,19,14,13.1,1004.4,0,0,0,WNW,30,658.33,0,5.7,-0.33,0.0028,1.2331,20.19,427.28
10,19,15,13.3,1004.2,0,0,0,WNW,29,508.33,0,6,-4.1,0.0027,1.2323,20.25,334.16
10,19,16,12.6,1004.7,0,0,0,WNW,30,366.67,0,5.3,-3.8,0.0027,1.2353,19.46,223.34
